pid,child_index,arrive_ns,start_ns,end_ns,duration_ns,work_iters
4692,0,8026819,66838104,66863806,25702,10000
4692,0,8026819,66879729,66905990,26261,10000
4692,0,8026819,66922752,66949012,26260,10000
4692,0,8026819,66964936,66993152,28216,10000
4692,0,8026819,67007679,67034218,26539,10000
4692,0,8026819,67049304,67076123,26819,10000
4692,0,8026819,67091209,67116631,25422,10000
4692,0,8026819,67130879,67156022,25143,10000
4692,0,8026819,67171107,67196530,25423,10000
4692,0,8026819,67212174,67237876,25702,10000
4692,0,8026819,67252682,67278663,25981,10000
4692,0,8026819,67294587,67321126,26539,10000
4692,0,8026819,67338168,67364149,25981,10000
4692,0,8026819,67379514,67405774,26260,10000
4692,0,8026819,67421139,67447679,26540,10000
4692,0,8026819,67463323,67488745,25422,10000
4692,0,8026819,67504669,67529253,24584,10000
4692,0,8026819,67543501,67569482,25981,10000
4692,0,8026819,67585685,67613063,27378,10000
4692,0,8026819,67630384,67658041,27657,10000
4692,0,8026819,67675641,67701063,25422,10000
4692,0,8026819,67717545,67743806,26261,10000
4692,0,8026819,67760288,67787387,27099,10000
4692,0,8026819,67803590,67829571,25981,10000
4692,0,8026819,67846612,67872593,25981,10000
4692,0,8026819,67890193,67917571,27378,10000
4692,0,8026819,67934612,68004733,70121,10000
4692,0,8026819,68045241,68077926,32685,10000
4692,0,8026819,68096923,68126815,29892,10000
4692,0,8026819,68142180,68180453,38273,10000
4692,0,8026819,68193304,68214815,21511,10000
4692,0,8026819,68226828,68248060,21232,10000
4692,0,8026819,68259514,68281025,21511,10000
4692,0,8026819,68292479,68316225,23746,10000
4692,0,8026819,68345558,68370980,25422,10000
4692,0,8026819,68386066,68411209,25143,10000
4692,0,8026819,68425457,68450600,25143,10000
4692,0,8026819,68472390,68498650,26260,10000
4692,0,8026819,68512898,68538041,25143,10000
4692,0,8026819,68553406,68578828,25422,10000
4692,0,8026819,68595031,68619057,24026,10000
4692,0,8026819,68633304,68657888,24584,10000
4692,0,8026819,68699793,68733317,33524,10000
4692,0,8026819,69367476,69592644,225168,10000
4692,0,8026819,70313965,70338549,24584,10000
4692,0,8026819,70353914,70379336,25422,10000
4692,0,8026819,70394422,70419844,25422,10000
4692,0,8026819,70434651,70459235,24584,10000
4692,0,8026819,70473482,70498346,24864,10000
4692,0,8026819,70513432,70539133,25701,10000
4692,0,8026819,70553939,70575171,21232,10000
4692,0,8026819,70586905,70607857,20952,10000
4692,0,8026819,70619590,70640822,21232,10000
4692,0,8026819,70652276,70673787,21511,10000
4692,0,8026819,70685800,70708428,22628,10000
4692,0,8026819,70722955,70779946,56991,10000
4692,0,8026819,70792238,70814028,21790,10000
4692,0,8026819,70826041,70847552,21511,10000
4692,0,8026819,70860124,70881914,21790,10000
4692,0,8026819,70894206,70915717,21511,10000
4692,0,8026819,70928009,70949520,21511,10000
4692,0,8026819,70961533,70983324,21791,10000
4692,0,8026819,70995057,71016289,21232,10000
4692,0,8026819,71027743,71048974,21231,10000
4692,0,8026819,71060428,71081660,21232,10000
4692,0,8026819,71093394,71116860,23466,10000
4692,0,8026819,71262130,71283921,21791,10000
4692,0,8026819,71295654,71316886,21232,10000
4692,0,8026819,71328619,71349571,20952,10000
4692,0,8026819,71361305,71382257,20952,10000
4692,0,8026819,71393990,71415222,21232,10000
4692,0,8026819,71426955,71447908,20953,10000
4692,0,8026819,71459641,71480873,21232,10000
4692,0,8026819,71492327,71513559,21232,10000
